file,r_avg,g_avg,b_avg
heic0822b.png,175.37397310863568,174.2750618019023,174.64164694532792
potw1802a.png,13.43104861111111,26.994017361111112,9.655902777777778
0_extra_Crab_nebula.png,46.163446666666665,27.183137777777777,74.21084888888889
extra_black_hole.png,103.56277685950413,33.141685950413226,6.306776859504132
heic0604a.png,67.00884173297966,57.9540767376424,56.78367316224983
extra_star_2.png,88.6621412803532,46.56948123620309,11.754746136865343
opo9607a.png,88.96877559377559,41.7232800982801,14.28552416052416
extra_orion_nebula.png,60.67109604105572,14.605702764976959,74.2182917888563
opo0328a.png,80.94807986111111,78.58540972222222,78.60933680555556
heic0910h.png,51.86770138888889,42.586538194444444,37.89828125
heic1806a.png,28.04469,12.96699,39.21973
heic0910e.png,71.61350182747665,81.7972145911469,91.84148491435943
